content,date
well genuine legitimate worry less jeanine,2022-04-15 23:57:40+00:00
least calm well fuck,2022-04-15 23:57:28+00:00
gambling make money spent food im good rocket lets go,2022-04-15 23:57:27+00:00
leave behind,2022-04-15 23:57:04+00:00
yaaaaaa llll thinking looking makes stomach turn ion lyke dat,2022-04-15 23:56:51+00:00
afraid gonna take away supply,2022-04-15 23:56:47+00:00
yeah ima lay lil feeling much better every night,2022-04-15 23:56:45+00:00
get attraction good fish fry poboy lenten fridays dang shiritake drunken noodles mushrooms amazing admit may gone birds eye peppers,2022-04-15 23:56:45+00:00
imagine piltover type theme fontaine,2022-04-15 23:56:28+00:00
served capri sun pouches get straw hole anymore enough,2022-04-15 23:56:28+00:00
really care tv allow pictures love digital picture frame also give likes posts facebook,2022-04-15 23:56:27+00:00
damn light,2022-04-15 23:56:07+00:00
cunning hero greek myth knew reason match impulses even put situation fight strong impulses smoker drinker ask trusting friend help stop smoking,2022-04-15 23:55:55+00:00
send,2022-04-15 23:55:50+00:00
reminding never chose first second even third served main cabin entertainment system goes mid flight jet bridge delay arrive junkshow start finish,2022-04-15 23:55:49+00:00
guess instead,2022-04-15 23:55:45+00:00
home implies caffeine want something inside home means liquid,2022-04-15 23:55:44+00:00
addiction complex disease characterized compulsion lack negative emotional state drug addiction specifically one many neuropsychiatric disorders affect society stemming substances like opioids psychostimulants,2022-04-15 23:55:40+00:00
worried enough go around,2022-04-15 23:55:07+00:00
let pf choice flow great weekend may family tolerable,2022-04-15 23:54:55+00:00
still,2022-04-15 23:54:40+00:00
eh possibly biased sip entire life maybe home intoxicated people fun deal neither friends police certain circumstances victims,2022-04-15 23:54:37+00:00
trying get much heavy even though could use give something light barbz gon start yelling see alcoholics,2022-04-15 23:54:29+00:00
since illnesses stand taste could quite manage,2022-04-15 23:54:28+00:00
excessive kills gains also dehydrates hydration key proper muscle recovery,2022-04-15 23:54:26+00:00
judge jeanie worried gonna take supply aware pedophile gaetz criminal many gop mention,2022-04-15 23:54:11+00:00
always surprised big health pages social media promote everything lowcarb get much regularly promote,2022-04-15 23:54:10+00:00
tolerance anymore,2022-04-15 23:53:57+00:00
anyone taking,2022-04-15 23:53:48+00:00
age hits bro,2022-04-15 23:53:46+00:00
fort thomas man reportedly content booked graham county jail threatening kill multiple people p thursday april graham county sheriff deputies responded red place,2022-04-15 23:53:42+00:00
abcs beer celexa,2022-04-15 23:53:36+00:00
took drank today feelin great,2022-04-15 23:53:26+00:00
successful job hunt today ummmm decide workout instead,2022-04-15 23:53:12+00:00
good baby pieces baby wipes free,2022-04-15 23:53:11+00:00
sleeping tomorrow,2022-04-15 23:53:07+00:00
athletes promoting,2022-04-15 23:52:56+00:00
reading lines guessing least half involved,2022-04-15 23:52:55+00:00
deep sigh,2022-04-15 23:52:48+00:00
part played role accident understand,2022-04-15 23:52:45+00:00
still buy sunday tennessee,2022-04-15 23:52:44+00:00
physically incapable measuring make drinks perhaps problem,2022-04-15 23:52:33+00:00
damn light,2022-04-15 23:52:21+00:00
omar drinks sparkling water partly partly likes bubbles,2022-04-15 23:52:14+00:00
stoners took break went dark side little tonight,2022-04-15 23:52:07+00:00
sometimes feel like doctors believe say partake tobacco caffeine honestly fucking believe either know get day,2022-04-15 23:51:59+00:00
might actually part much fun lmao chaothic lights loud people make anxious need head messed,2022-04-15 23:51:57+00:00
need start drug testing members parliament think glass bbq ie meth pipe else explain dribble,2022-04-15 23:51:55+00:00
drank bottles gonna stop found rabbit died get attached pets,2022-04-15 23:51:52+00:00
ice cream waist could use little less know life way better little ice cream around waist distorting reality give hard time,2022-04-15 23:51:41+00:00
wine even considered wine,2022-04-15 23:51:30+00:00
one rock n roll star shakermaker supersonic live forever cigarettes slide away artic monkeys,2022-04-15 23:51:25+00:00
yup slightly higher risk health issues significantly less risky inbev profited damage futurism funded still,2022-04-15 23:51:18+00:00
eat way less cut beers friends okay daily moderate daily exercise,2022-04-15 23:51:16+00:00
want hogging supply,2022-04-15 23:51:14+00:00
wish knew enough figure,2022-04-15 23:51:08+00:00
uncle like connoisseur got like proof uncut bourbon everyone choking like lemme taste took decent sip even flinch smiled liked lil much haha,2022-04-15 23:51:05+00:00
know ima get poisoning weekdn,2022-04-15 23:50:59+00:00
cops arrest confirm since bag probable cause search beverage bag,2022-04-15 23:50:51+00:00
describe much appreciate ready take steps happy life cover problems drugs thank case phone see side take care cuties,2022-04-15 23:50:42+00:00
blame bad dna constant livered generations breeding drugs,2022-04-15 23:50:29+00:00
first time took control politicians spending parliament house working hours build dormitory staff basic kitchen bedroom bathroom claims travel parliament pay,2022-04-15 23:50:27+00:00
today yrs free yrs cigarette free times hard journey odds still photo years ago back smoked drank day every day,2022-04-15 23:50:27+00:00
disagree slightly consumption poor consumer taste become noticeable low status signifiers quality craft cans bottles starting appear small towns elevated cocktail culture cities getting piped small towns,2022-04-15 23:50:24+00:00
years vegan today,2022-04-15 23:50:11+00:00
argue kids bar vestige different times children considered even female customers degree breweries premise family friendly bar back days unspoken rules cascaded,2022-04-15 23:50:01+00:00
says getting tattoo dying hair isnt carries fishbowl,2022-04-15 23:49:50+00:00
wipe feet enter bldgs wipe entering home wipe frequently touched surfaces switches knobs handles isopropyl,2022-04-15 23:49:44+00:00
worries enough left,2022-04-15 23:49:39+00:00
news cracker barrel start selling,2022-04-15 23:49:32+00:00
fudge kitchen makes damn fine fudge uk lastly alcoholic liqueur hotel chocolat makes grab fancy also sell one salted caramel vodka,2022-04-15 23:49:31+00:00
almost objects condition like way makes feel days made feel loopy place like control decisions chuuya trusted chuuya well,2022-04-15 23:49:15+00:00
ate horribly today know next weeks straight focus eating,2022-04-15 23:49:12+00:00
mingyu tequila ever since one night poisoning uni tequila anymore smell makes whole body nope war flashbacks,2022-04-15 23:49:11+00:00
fetus syndrome idk love drugs saying many available explanations lol,2022-04-15 23:49:10+00:00
nah deadass drunk fuck bihh smell gives ptsd,2022-04-15 23:48:52+00:00
anyone wanna buy tonight help clear mind make,2022-04-15 23:48:45+00:00
first drawings practicing w based markers n paint markers,2022-04-15 23:48:45+00:00
lol know ion like,2022-04-15 23:48:38+00:00
man worried good sobriety wish best cuz,2022-04-15 23:48:25+00:00
much night went restaurant drunk ordered food realize money left pay food ate cried waitress told dont hav money haha true story,2022-04-15 23:48:20+00:00
denzel washington gave december time waste let say days year years many days want waste,2022-04-15 23:47:50+00:00
welcome world one anything affects quickly,2022-04-15 23:47:44+00:00
bc mind wording poisoning haha wbu,2022-04-15 23:47:22+00:00
lots fruits veggies low intake cut processed foods much makes sense good meet miami last week,2022-04-15 23:47:21+00:00
hand read somewhere helps creativity whereas caffeine helps productivity sure true,2022-04-15 23:47:21+00:00
child knew tell little girls tequila drank kick kid school,2022-04-15 23:47:20+00:00
tweezers vacuum isopropyl qtips cotton balls paper towels cleaned keycaps using dish soap hot water paper towel,2022-04-15 23:47:17+00:00
aim sant rampal ji maharaj ji make india drug free says intoxicants apart social evil detriment path worship visit satlok ashram youtube channel,2022-04-15 23:47:11+00:00
used try different cocktails bars last several years focused projects sober beneficial dizzy almost anymore glasses per year,2022-04-15 23:47:09+00:00
newsroom cracker barrel start selling,2022-04-15 23:47:03+00:00
allman brothers band whipping post lyric video via whip drank glasses wine hour,2022-04-15 23:46:59+00:00
traveling accra takoradi kwahu smoke weed climb mountains days wo kwasia bebreee,2022-04-15 23:46:45+00:00
time miss recently slight urges would nice allow fancied rather seeing anxiety trigger,2022-04-15 23:46:43+00:00
shedron gon give poisoning,2022-04-15 23:46:24+00:00
wait detox long considering days maybe longer,2022-04-15 23:46:21+00:00
nope islam forbidden cuz makes dumb stuff even realize believe islam prevents made choice least home,2022-04-15 23:46:20+00:00
love,2022-04-15 23:46:15+00:00
ironically far worst drug legal,2022-04-15 23:46:07+00:00
happiness feel see explained,2022-04-15 23:46:05+00:00
ever want dm talk stuff always welcome addiction real thing fault ability overcome make good choices around anything help please let know care,2022-04-15 23:45:39+00:00
niggas enjoy much got lotta problems,2022-04-15 23:45:22+00:00
except open container,2022-04-15 23:45:21+00:00
think tolerance high,2022-04-15 23:45:17+00:00
someone chat saying energy drinks mixed like poison literally isnt makes ur judgement way worse way alert,2022-04-15 23:45:15+00:00
survived getting huge assignments test done one worst hangovers life also going lot vodka wine need buy boxes tiny one serving bottles give poisoning,2022-04-15 23:45:11+00:00
signs drunk doctor finds traces blood stream,2022-04-15 23:44:56+00:00
please mix drugs,2022-04-15 23:44:53+00:00
talk gets whole new glass water instead rinsing water glass,2022-04-15 23:44:49+00:00
sam harris wonderful podcast covers topic caffeine cannabis lsd mushrooms good moderation tobacco meth recreational opiates etc bad full stop gray area like mdma,2022-04-15 23:44:46+00:00
understand point white claws design barely contain,2022-04-15 23:44:36+00:00
birthday week ago someone bought shit disgusting,2022-04-15 23:44:34+00:00
much america jeanine would like winebox guarantee,2022-04-15 23:44:33+00:00
legal business tv gutka hospital elections politicians tv,2022-04-15 23:44:22+00:00
keep health avoiding consumption awareness,2022-04-15 23:44:08+00:00
nice made two less ice please,2022-04-15 23:44:07+00:00
exactly used violent trigger drugs job mine keep away ultimately working past helped much engage people smoke lot people used avoid,2022-04-15 23:43:57+00:00
supposed mix red bull shit hit crazy,2022-04-15 23:43:57+00:00
yes sorority members always willing let take tiddie shot practically insist half time especially licks remnants spilled onto cleavage,2022-04-15 23:43:54+00:00
yup fingers sticking rubbing trick,2022-04-15 23:43:51+00:00
decided take week break smoking body wants wants gbemidebe,2022-04-15 23:43:48+00:00
fine line proposing literally everything else potentially addictive agree make safe spaces people recovery bar space people recovering aud,2022-04-15 23:43:39+00:00
free gas,2022-04-15 23:43:09+00:00
months sober,2022-04-15 23:43:09+00:00
min walk signing medical paying license get meds need medical license,2022-04-15 23:43:08+00:00
lush special judge jeanine wants penalize migrants abuse address painfully obvious dependency ditto employer faux news booze rules,2022-04-15 23:43:06+00:00
called far east thinking island hahaha works plane day trump sworn,2022-04-15 23:43:05+00:00
author encyclopedia site less respect elderly early,2022-04-15 23:43:01+00:00
im im banning workplace sitting sessions theres one,2022-04-15 23:42:59+00:00
reading reason still rocking today hell suicidal thoughts weeks tho help burden deserve heard dm asap id say cheers promised friend touch capri sun,2022-04-15 23:42:43+00:00
kim kardashian questions kourtney travis barker get marriage license via kk hateful envious jealous miserable woman listen replied probably much travis careful kk,2022-04-15 23:42:33+00:00
baffles age still thought lobby would politicians get lowered,2022-04-15 23:42:24+00:00
report men charged smelled yelled racial slurs victims along magnolia avenue,2022-04-15 23:42:08+00:00
gas station girl get,2022-04-15 23:42:08+00:00
want hibachi nobody responding smh,2022-04-15 23:42:08+00:00
way jack doctor way,2022-04-15 23:42:08+00:00
empty cans closet falling ground creating echo metallics cause freeze look around wondering anyone else heard,2022-04-15 23:42:05+00:00
na black geh dey enter eye couple drinks later fair one dey enter eye cannot exist,2022-04-15 23:41:59+00:00
lost come air entirely intoxicated copious amounts consumed,2022-04-15 23:41:52+00:00
easter celebrated sin day received beer sexual sin movies secular life receive knees thanking god repentance,2022-04-15 23:41:50+00:00
ur absolutely god mercy wheels car owned irishman friday even drunk point actual walking piece,2022-04-15 23:41:45+00:00
wife asked leather pants instantly came leather pants leather boots put rubbing tommy would light fire great gas idea memory trigger,2022-04-15 23:41:44+00:00
first since cb feel warm care probs tbh ok small doses guess,2022-04-15 23:41:41+00:00
yedam bby drinks,2022-04-15 23:41:40+00:00
need need drown sadness,2022-04-15 23:41:34+00:00
medical perspective ulcers caused bacterial infection treatable antibiotics acid inhibitor long term use gastric irritants nsaids lifestyle substances caffeine also aggravate symptoms,2022-04-15 23:41:27+00:00
bro one time offered take marj shopping brought smh said stop overreacting,2022-04-15 23:41:20+00:00
hot jahannam hotter,2022-04-15 23:41:16+00:00
somebody tell good time without liver cope,2022-04-15 23:41:11+00:00
tw drugs evan williams good bourbon ngl quite jim beam jack daniels hell like esp honey bourbon could taste alone lol,2022-04-15 23:41:06+00:00
people say allowed mix people,2022-04-15 23:40:59+00:00
yes thats seltzers popular hurt gains much,2022-04-15 23:40:58+00:00
want get brass tacks cookies sugar donuts fast food add morbidity mortality sugar surely become addiction ok offer someone know diabetes,2022-04-15 23:40:56+00:00
bother let type two whole paragraphs bother need ingest deal day,2022-04-15 23:40:50+00:00
know one soju big selling points,2022-04-15 23:40:46+00:00
miss fuck planet,2022-04-15 23:40:35+00:00
agree young people groomed fight useless wars brains fully developed make rational decisions cost life health care ok age mostly aimed large predatory age gaps old people,2022-04-15 23:40:13+00:00
think work low content bubbles,2022-04-15 23:40:08+00:00
hola soy conan friends partying kicked said wanted dead show home alone shovel rose think joke cause people like always want back,2022-04-15 23:39:59+00:00
much life cant resolved good chat ladies bathroom pave way forward peace community,2022-04-15 23:39:30+00:00
maaaaybe want account open container car nah,2022-04-15 23:39:22+00:00
wings,2022-04-15 23:39:19+00:00
think judy worried going cutting share,2022-04-15 23:38:53+00:00
die poisoning,2022-04-15 23:38:47+00:00
licking dead wrong taking large,2022-04-15 23:38:45+00:00
love ace hardware store like compete home depot lowe started selling heavily discounted,2022-04-15 23:38:40+00:00
ion like lil kids playing around cus make spill imma mad,2022-04-15 23:38:35+00:00
sombre music lonely feelings stacked crevices melancholy reappear bravery see dark remembering lost fear unknown tomorrow today tonight right okay,2022-04-15 23:38:21+00:00
much night went restaurant drunk ordered food realize money left pay food ate cried waitress told dont hav money haha true story,2022-04-15 23:38:19+00:00
irish lad getting shitfaced drunk famous keep expensive,2022-04-15 23:38:18+00:00
literally drunk right say anything offend bad,2022-04-15 23:38:17+00:00
missed last milestones days free feel best felt long time tap back hit days,2022-04-15 23:38:06+00:00
actually set someone fire set fire three times first ran dog shift asleep used carbon paper tail asleep upped ante rubbing later morse code interceptors real psychos back,2022-04-15 23:38:03+00:00
food music right,2022-04-15 23:38:01+00:00
must,2022-04-15 23:38:00+00:00
afraid take,2022-04-15 23:37:59+00:00
like withdrawals bad mix,2022-04-15 23:37:59+00:00
smoking weed let see long goes kinda like hair iol end goal good try,2022-04-15 23:37:56+00:00
sold mint boxed one weeks ago ebay thought caps gone find many later bit rub contacts virtually free livid,2022-04-15 23:37:56+00:00
could never picture gambling advert sure,2022-04-15 23:37:43+00:00
high outlay tell highly profitable end business operating talking small independent looked numbers logic tells side,2022-04-15 23:37:39+00:00
yeah might six drinks last night water hangover today,2022-04-15 23:37:37+00:00
ah going outlaw,2022-04-15 23:37:33+00:00
visiting appleton wi weekend near future never big coffee drinker everything tastes better shipping costs guys paid glorious shipment unfucking insane,2022-04-15 23:37:33+00:00
showed cookout n got plate n n left fucked,2022-04-15 23:37:27+00:00
ugh meant stay inside body long eat chase another else goes give terrible headache,2022-04-15 23:37:13+00:00
like believe possible become tolerant finish bailey bottle still,2022-04-15 23:37:11+00:00
given huge problem australia addiction fuelled violence one media seems calling senator hume gin promoting video irresponsible probably busy getting free drinks morrison,2022-04-15 23:36:39+00:00
never get anyone wine shit gross,2022-04-15 23:36:34+00:00
kinda fucked thing able lower social anxiety lowkey terrified try different medication social anxiety bc bad reactions two extreme fatigue personalization,2022-04-15 23:36:25+00:00
throw cat give someone else,2022-04-15 23:36:18+00:00
hahaha went bit difference missing,2022-04-15 23:36:14+00:00
download drizly app ur delivered u welcome,2022-04-15 23:36:09+00:00
involved story,2022-04-15 23:36:05+00:00
congratulations fantastic mph student kelly murray successfully defended thesis today among adults us uganda thrilled work colleagues drs nielsen popova,2022-04-15 23:35:54+00:00
family enables addiction vibes,2022-04-15 23:35:49+00:00
friedrich gambit height weight born burn side birthday november blood type hobby,2022-04-15 23:35:34+00:00
work done might cut smokes cigarettes fabulous photo,2022-04-15 23:35:34+00:00
hits blood stream,2022-04-15 23:35:28+00:00
seo expert walks bar bars drinks beer vodka,2022-04-15 23:35:25+00:00
abstaining,2022-04-15 23:35:17+00:00
let guess police catch called friend instead test car owner drug usage,2022-04-15 23:35:11+00:00
worry jeanine plenty left still consume hourly,2022-04-15 23:35:07+00:00
ooc thread cw account contains lot violence substance abuse follow uncomfortable celebrities post account affiliated said celebrities purely role play account,2022-04-15 23:35:05+00:00
brother get leg amputated cat bite disinfect fucking scratches cuts shit happen fucking nasties pharmacies grocery stores sell first aid kids hydrogen peroxide neosporin,2022-04-15 23:35:04+00:00
nation drug home specifically designed people moved new spot,2022-04-15 23:35:01+00:00
okay communist fun living sheet metal shack wood real world enjoy freedoms capitalism perfect got,2022-04-15 23:34:51+00:00
drugs,2022-04-15 23:34:45+00:00
fun younger body metabolize well anymore pay sins worth,2022-04-15 23:34:37+00:00
adults discourse around drugs bit feature pride yall pivoted kink pride icky rhetoric frustrating,2022-04-15 23:34:32+00:00
another way help people substance use disorders use less stigmatized language know used meetings outside addressing groups whole helps use little primer,2022-04-15 23:34:25+00:00
know whispering mariah carey forgetting stiff upper lip bad decision,2022-04-15 23:34:24+00:00
percent money,2022-04-15 23:34:12+00:00
yet jason reaped sewn come moment took life till last breath lose badly one much waiting many sleepless nights lots much awaits,2022-04-15 23:34:12+00:00
yes bc canada serious drug public health crisis fueled biggest harmful drug canadian need step take serious action,2022-04-15 23:33:58+00:00
saying abuse,2022-04-15 23:33:55+00:00
coconut coconut makes stomach ill liver process,2022-04-15 23:33:41+00:00
gross try meth instead,2022-04-15 23:33:39+00:00
venti much,2022-04-15 23:33:39+00:00
always lucky live mile away buy,2022-04-15 23:33:38+00:00
go dey club receive google pay receipt go clear eye,2022-04-15 23:33:36+00:00
cvs target gonna always shock,2022-04-15 23:33:20+00:00
damn light,2022-04-15 23:33:06+00:00
time conversations dependence,2022-04-15 23:32:45+00:00
nl wanna get beers lot really tasty beers sure us however,2022-04-15 23:32:43+00:00
maybe believe christ enough put us law touch eat need keep day holy day holy listen n legalism n obedience christ sound like freedom,2022-04-15 23:32:42+00:00
made dirty shirley taste like dangerous,2022-04-15 23:32:32+00:00
dunleavy appoints joan wilson head marijuana regulatory office must read,2022-04-15 23:32:28+00:00
think spent total whole life,2022-04-15 23:32:25+00:00
dependent variable consumption,2022-04-15 23:32:11+00:00
always mind,2022-04-15 23:32:04+00:00
guess wobbling enough could wrong,2022-04-15 23:31:58+00:00
wonders,2022-04-15 23:31:52+00:00
good move mostly quit year lot tea,2022-04-15 23:31:41+00:00
worry spend money place,2022-04-15 23:31:28+00:00
lmaoooo let dr gs take soon buckle god bless see soon,2022-04-15 23:31:25+00:00
bro went bed forgot switch candle shack got burnt savived tired busy making emergency calls trying stop fire,2022-04-15 23:31:24+00:00
first time seeing feel emotional happy time,2022-04-15 23:31:21+00:00
ever casually fireball every day one day take shot body says nope leaves puking floor shit,2022-04-15 23:31:15+00:00
weed house damn,2022-04-15 23:31:14+00:00
mom suffered burns friend poured table heater,2022-04-15 23:31:12+00:00
read doctors thread thinking picking reality,2022-04-15 23:30:54+00:00
many alternatives taste delicious comes helps staying path mindful list try,2022-04-15 23:30:50+00:00
included food plus meet greets awesome nfl players,2022-04-15 23:30:49+00:00
glad know deign use sir would hate think one grimy weed smokers instead nice upstanding drinker good family values stuff,2022-04-15 23:30:48+00:00
much better,2022-04-15 23:30:14+00:00
honesty monster ava continued stare mirror taking another large speaking know alive either way whether dead alive want know hate,2022-04-15 23:30:08+00:00
stop,2022-04-15 23:30:08+00:00
california one handful populous states license drug counselors encourage support sb would change see,2022-04-15 23:30:05+00:00
worry plenty left think worried,2022-04-15 23:29:34+00:00
police say admitted using drugs hotel party crash,2022-04-15 23:29:33+00:00
police say admitted using drugs hotel party crash,2022-04-15 23:29:31+00:00
hey responsibility protect american access critical resources like,2022-04-15 23:29:26+00:00
love guy chooses,2022-04-15 23:29:17+00:00
people like seriously young people young relationships add disaster surely liam bi though doubt ppl tv mins fame dangerous say,2022-04-15 23:29:15+00:00
someone really much house,2022-04-15 23:29:08+00:00
acc hate nothing,2022-04-15 23:29:06+00:00
definitely root beer taste crazy uncle hard rootbeer crazy uncle brewing company untappd home,2022-04-15 23:29:03+00:00
suspect problem seeing seeing long standing may also related brain damage arbd one staff turned work state would sent ed assessment suspended work,2022-04-15 23:29:00+00:00
let alcoholic aliens impact access citizen alcoholics stupid blah,2022-04-15 23:29:00+00:00
need friend higher tolerance,2022-04-15 23:28:59+00:00
like ill give u indirect twist im drunk free,2022-04-15 23:28:57+00:00
trash left behind said done promoting like promoting braindead,2022-04-15 23:28:55+00:00
afraid impact ability buy cause price increase due higher demand,2022-04-15 23:28:53+00:00
something something something red meat increases mortality men women higher intake red meat less likely physically active likely current smokers higher body mass index,2022-04-15 23:28:42+00:00
guess worried much stop getting,2022-04-15 23:28:33+00:00
wonder feels like want everyday lol,2022-04-15 23:28:26+00:00
nobody told business class lounges airports essentially kindergartens rich parents want free cope,2022-04-15 23:28:19+00:00
guess never heard cigarettes fentanyl wood,2022-04-15 23:28:19+00:00
people bag modern consumption really idea much humans drank historically totally fine abstain weird health cure,2022-04-15 23:28:10+00:00
wsy much sweets qnd wont shut husband good,2022-04-15 23:28:08+00:00
may underestimated amount chocolate themed cocktail experiment,2022-04-15 23:27:46+00:00
idk happend tweet im sober still smoke weed lol clarify,2022-04-15 23:27:44+00:00
iirc american heart association recommended whatsoever interest heart health,2022-04-15 23:27:40+00:00
day buy self checkout rather glorious day,2022-04-15 23:27:38+00:00
cool gave years drugs already,2022-04-15 23:27:37+00:00
basically good feeling blue,2022-04-15 23:27:26+00:00
see sometimes need take time try pleasant yet repetitive manual task take much thinking lose forget get skull good way drugs,2022-04-15 23:27:22+00:00
smelled like piss though,2022-04-15 23:27:21+00:00
bit confused boobs husband got girlfriend ones larger boobs new carbonated come east yet thank support,2022-04-15 23:27:09+00:00
oz measured,2022-04-15 23:27:08+00:00
deadline day says still proper insurance granite park operator terence frazier leaving city liable hour g p provided new proof insurance problem go away,2022-04-15 23:26:51+00:00
bruh soma dropping kinda sucks everything else illegal,2022-04-15 23:26:51+00:00
need way deal life cowboys fans,2022-04-15 23:26:38+00:00
ugh gorou itto college au together first time turn gorou older itto waited itto turned try together spoiler find humorously low tolerance,2022-04-15 23:26:35+00:00
bad bro,2022-04-15 23:26:33+00:00
renaissance centuries,2022-04-15 23:26:24+00:00
driving open container illegal,2022-04-15 23:26:22+00:00
especially gas,2022-04-15 23:26:20+00:00
makes meee happyyu,2022-04-15 23:26:19+00:00
extremely depressed last thing need fr like even little bit,2022-04-15 23:26:15+00:00
traveling accra kwahu smoke weed climb mountains woy kwasia paaaa,2022-04-15 23:26:04+00:00
also grand,2022-04-15 23:26:03+00:00
bruh favor actually read history book federally banned constitutional amendment happened fucking mafia happened light bends around,2022-04-15 23:25:57+00:00
sin,2022-04-15 23:25:57+00:00
lover drugs sex life nothing pain fighting demons sigh,2022-04-15 23:25:52+00:00
kinda wanna get drunk also wanna spend money,2022-04-15 23:25:52+00:00
open container car illegal,2022-04-15 23:25:39+00:00
love,2022-04-15 23:25:37+00:00
time see whether still tong today,2022-04-15 23:25:34+00:00
people addict benefit services assist limiting use intake substances gets hand visit website today find coach,2022-04-15 23:25:04+00:00
okay gonna send need make want try,2022-04-15 23:25:04+00:00
contributing factor fatal drownings last year public holiday avoid booze activity water mix,2022-04-15 23:25:03+00:00
much night went restaurant drunk ordered food realize money left pay food ate cried waitress told dont hav money haha true story,2022-04-15 23:25:00+00:00
cisco liquid crack back day way back day surprised get poisoning care reformulated may bring im bouncing,2022-04-15 23:24:50+00:00
see pub remember australian beer parents drank sparkling lager castlemaine xxxx withdrawn uk end june,2022-04-15 23:24:47+00:00
go chaser always pineapple juice,2022-04-15 23:24:31+00:00
oops thought used daddies card,2022-04-15 23:24:28+00:00
different type ass thank god born little problem,2022-04-15 23:24:21+00:00
tried recently admit actually pretty solid tastes like mtn dew bit kick usual kick,2022-04-15 23:24:19+00:00
seeing way people act drunk thinking maybe islam made points idk,2022-04-15 23:24:02+00:00
girl later claimed influence sure guy raped remember story kaduna talking paid heavily save boy recovered psychological trauma,2022-04-15 23:24:00+00:00
tastes like ill texting later,2022-04-15 23:24:00+00:00
step tonight offer say yes trying learn say,2022-04-15 23:23:48+00:00
awareness unique identity example feeling teenager instead falling pressures drugs,2022-04-15 23:23:42+00:00
made chicken wild rice soup fast way leftover chicken leftover rice fridge appetizer course soup finishes dessert bring balance contributions,2022-04-15 23:23:40+00:00
anyone like stuff involve drugs,2022-04-15 23:23:18+00:00
see thing really much use social lubricant decided stop altogether go places hang people feel uncomfortable anymore,2022-04-15 23:23:04+00:00
anchorage attorney joan wilson appointed direct alaska marijuana control office following departure former director glen klinkhart,2022-04-15 23:23:00+00:00
realized light weight comes lmaooooo,2022-04-15 23:22:55+00:00
never mention christopher hitchens care much cannibus little consumed,2022-04-15 23:22:44+00:00
st louis great time able handle know,2022-04-15 23:22:39+00:00
responds confidence jungkook wishes jin brushes strand hair forehead jungkook finds eyes drifting lips close smell cologne breath intoxicating,2022-04-15 23:22:34+00:00
liked much gave smoked daily wanted,2022-04-15 23:22:20+00:00
hrt made weak,2022-04-15 23:22:01+00:00
like stuff much inclined go happy hour work times want near either think long chill optional let people fun,2022-04-15 23:21:49+00:00
cw fuck think wearing hoodie last friday need go change go bar know one notices however consider following anxiety,2022-04-15 23:21:44+00:00
good friday minority religious service attendants society dictate every one else buy taliban,2022-04-15 23:21:40+00:00
